OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;longueur;largeur;hauteur;Volume;Volume_Formule;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
446;1;445;;;;;2023/08/16 13:32:36.118;"{""Bc""}";10;D;13;15;0.5;97.5;#VALEUR!;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
447;1;446;;;;;2023/08/16 13:34:51.982;"{""Bc""}";20;M;11;18;2;396;396;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
448;1;447;;;;;2023/08/16 13:36:46.119;"{""Bc""}";10;D;11;7;0.6;46.2;#VALEUR!;2;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
449;1;448;;;;;2023/08/16 13:38:13.908;"{""Ch""}";5;M;13;2;1.5;39;#VALEUR!;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
450;1;449;;;;;2023/08/16 13:40:06.830;"{""Ch""}";5;M;24;3.5;1.7;142.8;#VALEUR!;3;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
451;1;450;;;;;2023/08/16 13:41:37.851;"{""Bc""}";2;D;13;2;0.4;10.4;#VALEUR!;2;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
452;1;451;;;;;2023/08/16 13:43:40.426;"{""Bc""}";2;M;7;1.7;0.4;4.76;#VALEUR!;1;80;5;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
453;1;452;;;;;2023/08/16 13:45:02.327;"{""Ch""}";2;M;10;2;1;20;20;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
454;1;453;;;;;2023/08/16 13:53:17.268;"{""Bc""}";25;M;6.7;11;0.7;51.59;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
455;1;454;;;;;2023/08/16 13:55:15.228;"{""Bc""}";2;D;9;2.5;1;22.5;#VALEUR!;2;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
456;1;455;;;;;2023/08/16 13:56:45.864;"{""Bc""}";2;D;4;2.5;0.5;5;#VALEUR!;2;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
457;1;456;;;;;2023/08/16 13:57:47.543;"{""Bc""}";2;D;3.4;1.5;0.4;2.04;#VALEUR!;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
458;1;457;;;;;2023/08/16 13:59:19.678;"{""Bc""}";5;D;15.4;7.5;0.7;80.85;#VALEUR!;2;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
459;1;458;;;;;2023/08/16 14:00:51.147;"{""Bc""}";15;D;5;8;0.7;28;#VALEUR!;2;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
460;1;459;;;;;2023/08/16 14:02:39.424;"{""Bc""}";5;D;11;7.5;0.9;74.25;#VALEUR!;2;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
461;1;460;;;;;2023/08/16 14:03:54.207;"{""Bc""}";5;D;16;4.2;0.6;40.32;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
462;1;461;;;;;2023/08/16 14:05:18.029;"{""Bc""}";5;D;23;8.2;0.8;150.88;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
463;1;462;;;;;2023/08/16 14:07:22.000;"{""Bc""}";2;D;7;3;0.5;10.5;#VALEUR!;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
464;1;463;;;;;2023/08/16 14:08:33.600;"{""Bc""}";5;D;9;5;1;45;45;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
465;1;464;;;;;2023/08/16 14:09:55.918;"{""Bc""}";5;D;4.4;4;0.6;10.56;#VALEUR!;2;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
466;1;465;;;;;2023/08/16 14:11:19.020;"{""Bc""}";1;D;11;1.6;0.6;10.56;#VALEUR!;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
467;1;466;;;;;2023/08/16 14:12:54.306;"{""Ch""}";20;M;90;15;4;5400;5400;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
468;1;467;;;;;2023/08/16 14:14:51.365;"{""Bc""}";10;D;7.1;10.3;0.6;43.878;#VALEUR!;1;90;8;2;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
469;1;468;;;;;2023/08/16 14:16:38.038;"{""Bc""}";5;D;1.6;5;0.7;5.6;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
470;1;469;;;;;2023/08/16 14:17:52.754;"{""Bc""}";20;M;20;20;2;800;800;3;70;25;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
471;1;470;;;;;2023/08/16 14:19:31.753;"{""Bc""}";40;M;75;30;4;9000;9000;3;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
472;1;471;;;;;2023/08/16 14:22:16.677;"{""Ch""}";25;M;75;25;3;5625;5625;3;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
473;1;472;;;;;2023/08/16 14:26:07.078;"{""Ch""}";5;M;15;10;2;300;300;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
474;1;473;;;;;2023/08/16 14:37:43.729;"{""Bc""}";25;M;80;25;2.5;5000;#VALEUR!;3;65;25;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
475;1;474;;;;;2023/08/16 14:44:04.950;"{""Ch""}";10;M;14.8;5;1.5;111;#VALEUR!;2;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
476;1;475;;;;;2023/08/16 14:49:27.134;"{""Bc""}";20;M;5;45;1.5;337.5;#VALEUR!;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
477;1;476;;;;;2023/08/16 14:52:11.692;"{""Pl""}";10;M;135;15;2;4050;4050;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
478;1;477;;;;;2023/08/16 14:56:41.390;"{""Ch""}";5;M;3;15;0.8;36;#VALEUR!;2;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
479;1;478;;;;;2023/08/16 14:58:07.575;"{""Bc""}";1;M;10;0.5;0.5;2.5;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
480;1;479;;;;;2023/08/16 15:01:09.127;"{""Bc""}";2;M;5.8;2.8;0.4;6.496;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
481;1;480;;;;;2023/08/16 15:02:44.549;"{""Bc""}";2;M;14.6;2.6;0.4;15.184;#VALEUR!;2;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
482;1;481;;;;;2023/08/16 15:08:51.336;"{""Pl""}";5;D;20;5;3.2;320;#VALEUR!;2;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
483;1;482;;;;;2023/08/16 15:12:30.970;"{""Bc""}";5;M;8;3.8;0.8;24.32;#VALEUR!;2;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
484;1;483;;;;;2023/08/16 15:13:49.503;"{""Ch""}";5;D;30;3;1.2;108;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
485;1;484;;;;;2023/08/16 15:15:35.091;"{""Ch""}";10;M;16;5;1;80;80;2;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
486;1;485;;;;;2023/08/16 15:17:54.439;"{""Ch""}";5;M;15;5;1;75;75;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
487;1;486;;;;;2023/08/16 15:20:07.488;"{""Ch""}";5;M;10;3;1;30;30;2;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
488;1;487;;;;;2023/08/16 15:21:50.260;"{""Bc""}";2;D;12.4;2.6;0.6;19.344;#VALEUR!;2;60;25;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
489;1;488;;;;;2023/08/16 15:23:33.122;"{""Ch""}";5;D;60;12;1.5;1080;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
490;1;489;;;;;2023/08/16 15:25:20.072;"{""Bc""}";2;D;15;2;0.7;21;#VALEUR!;2;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
491;1;490;;;;;2023/08/16 15:26:45.215;"{""Bc""}";5;M;8;3;0.7;16.8;#VALEUR!;2;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
492;1;491;;;;;2023/08/16 15:36:17.617;"{""Bc""}";10;D;4;7.1;1.4;39.76;#VALEUR!;3;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
493;1;492;;;;;2023/08/16 15:38:50.800;"{""Bc""}";5;D;4.8;5.7;0.8;21.888;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
494;1;493;;;;;2023/08/16 15:40:39.004;"{""Bc""}";5;M;25;8;1.2;240;#VALEUR!;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
495;1;494;;;;;2023/08/16 15:42:25.677;"{""Bc""}";1;D;7.5;2;0.5;7.5;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
496;1;495;;;;;2023/08/16 15:43:48.696;"{""Ch""}";10;M;18;5;0.8;72;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
497;1;496;;;;;2023/08/16 15:49:08.411;"{""Ch""}";5;M;4.8;1.2;1;5.76;#VALEUR!;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
498;1;497;;;;;2023/08/16 15:52:26.965;"{""Ch""}";5;M;55;5;1.6;440;#VALEUR!;3;50;30;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
499;1;498;;;;;2023/08/16 15:55:27.671;"{""Ch""}";5;M;9;5;1.7;76.5;#VALEUR!;4;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
500;1;499;;;;;2023/08/16 16:00:53.195;"{""Bc""}";1;D;14;2;0.4;11.2;#VALEUR!;1;50;40;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
501;1;500;;;;;2023/08/16 16:09:16.160;"{""Ch""}";10;M;10;10;1.8;180;#VALEUR!;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
502;1;501;;;;;2023/08/16 16:13:42.819;"{""Ch""}";5;M;8.5;10;1;85;#VALEUR!;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
503;1;502;;;;;2023/08/16 16:17:48.762;"{""Ch""}";5;M;45;22;1.2;1188;#VALEUR!;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
504;1;503;;;;;2023/08/16 16:21:30.282;"{""Ch""}";15;M;2;30;1;60;60;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
505;1;504;;;;;2023/08/16 16:25:59.393;"{""Ch""}";60;M;150;30;1.5;6750;#VALEUR!;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
506;1;505;;;;;2023/08/16 16:30:11.099;"{""Ch""}";50;M;60;30;1.5;2700;#VALEUR!;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
507;1;506;;;;;2023/08/16 16:32:25.210;"{""Ch""}";40;M;25;15;1.5;562.5;#VALEUR!;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
508;1;507;;;;;2023/08/16 16:36:37.720;"{""Pl""}";1;D;14.3;7.2;0.7;72.072;#VALEUR!;2;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
509;1;508;;;;;2023/08/16 16:38:47.031;"{""Ch""}";5;D;12.4;10.4;0.7;90.272;#VALEUR!;2;80;5;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
510;1;509;;;;;2023/08/16 16:41:54.773;"{""Pl""}";5;D;40;16;1.8;1152;#VALEUR!;3;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
