OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;Volume;Volume_Formule;longueur;largeur;hauteur;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
528;1;527;;;;;2022/07/22 16:03:54.000;"{""Ch""}";2;M;28.116;#VALEUR!;7.1;2.2;1.8;2;45;50;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
529;1;528;;;;;2022/07/22 16:06:33.000;"{""Pl""}";1;M;47.04;#VALEUR!;11.2;2.1;2;1;90;8;2;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
530;1;529;;;;;2022/07/22 16:14:09.000;"{""Ch""}";;M;30.08;#VALEUR!;9.4;3.2;1;1;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
531;1;530;;;;;2022/07/22 16:18:20.000;"{""Ch""}";5;M;63;#VALEUR!;12;3.5;1.5;2;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
532;1;531;;;;;2022/07/22 16:20:25.000;"{""Ch""}";5;M;16.08;#VALEUR!;6.7;2.4;1;2;40;30;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
533;1;532;;;;;2022/07/23 10:14:44.000;"{""Ch""}";5;D;456;#VALEUR!;30.4;6;2.5;3;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
534;1;533;;;;;2022/07/23 10:17:55.000;"{""Ch""}";5;D;534.75;#VALEUR!;37.5;6.2;2.3;2;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;8806;cp;2016;5;9000
535;1;534;;;;;2022/07/23 10:26:26.000;"{""Ch""}";35;M;2173.5;#VALEUR!;37.5;25.2;2.3;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
536;1;535;;;;;2022/07/23 10:29:47.000;"{""Ch""}";5;P;59.36;#VALEUR!;21.2;2;1.4;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
537;1;536;;;;;2022/07/23 10:31:32.000;"{""Bc""}";;M;10.395;#VALEUR!;13.5;1.1;0.7;1;85;5;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
538;1;537;;;;;2022/07/23 10:33:01.000;"{""Bc""}";5;M;3406.32;#VALEUR!;54;33.2;1.9;2;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
539;1;538;;;;;2022/07/23 10:39:29.000;"{""Bc""}";5;M;2930.346;#VALEUR!;61.9;26.3;1.8;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
540;1;539;;;;;2022/07/23 10:45:17.000;"{""Bc""}";;P;22.176;#VALEUR!;9.6;2.1;1.1;1;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
541;1;540;;;;;2022/07/23 10:47:32.000;"{""Bc""}";5;M;1979.61;#VALEUR!;45.3;23;1.9;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
542;1;541;;;;;2022/07/23 10:57:21.000;"{""Ch""}";5;M;91.728;#VALEUR!;15.6;4.2;1.4;2;55;45;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
543;1;542;;;;;2022/07/23 10:59:46.000;"{""Ch""}";35;M;12620.12;#VALEUR!;113.9;27.7;4;2;55;40;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
544;1;543;;;;;2022/07/23 11:07:18.000;"{""Ch""}";1;D;161;#VALEUR!;9.2;5;3.5;2;85;15;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
545;1;544;;;;;2022/07/23 11:10:46.000;"{""Ch""}";4;P;165.6;#VALEUR!;20.7;4;2;2;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
546;1;545;;;;;2022/07/23 11:13:03.000;"{""Ch""}";5;M;15.876;#VALEUR!;9.8;2.7;0.6;2;60;35;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
547;1;546;;;;;2022/07/23 11:15:22.000;"{""Ch""}";;D;133.92;#VALEUR!;15.5;4.8;1.8;2;85;15;;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
548;1;547;;;;;2022/07/23 11:19:29.000;"{""Ch""}";1;M;241.723;#VALEUR!;24.1;5.9;1.7;2;45;45;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
549;1;548;;;;;2022/07/23 11:21:45.000;"{""Pl""}";;D;22.14;#VALEUR!;8.2;4.5;0.6;1;95;;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
550;1;549;;;;;2022/07/23 11:23:00.000;"{""Pl""}";;M;107.184;#VALEUR!;16.8;5.8;1.1;2;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
551;1;550;;;;;2022/07/23 11:24:38.000;"{""Pl""}";;D;20.448;#VALEUR!;7.1;3.6;0.8;2;40;55;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
552;1;551;;;;;2022/07/23 11:27:09.000;"{""Pl""}";;D;182.952;#VALEUR!;29.7;5.6;1.1;1;85;5;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
553;1;552;;;;;2022/07/23 11:29:41.000;"{""Ch""}";;D;39.6;#VALEUR!;7.5;4.4;1.2;1;80;7;13;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
554;1;553;;;;;2022/07/23 11:32:20.000;"{""Ch""}";5;M;102.48;#VALEUR!;18.3;3.5;1.6;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
555;1;554;;;;;2022/07/23 11:36:24.000;"{""Ch""}";15;P;407.88;#VALEUR!;41.2;4.5;2.2;1;45;45;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
556;1;555;;;;;2022/07/23 11:38:46.000;"{""Pl""}";;M;49.5;#VALEUR!;19.8;2.5;1;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
557;1;556;;;;;2022/07/23 11:41:24.000;"{""Pl""}";;M;59.29;#VALEUR!;12.1;3.5;1.4;1;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;8806;cp;2016;5;10000
558;1;557;;;;;2022/07/23 11:44:49.000;"{""Ch""}";5;D;1706.4;#VALEUR!;71.1;8;3;2;55;30;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
559;1;558;;;;;2022/07/23 11:48:31.000;"{""Pl""}";;D;33.536;#VALEUR!;13.1;3.2;0.8;1;65;35;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
560;1;559;;;;;2022/07/23 11:50:29.000;"{""Pl""}";;D;38.94;#VALEUR!;11.8;3;1.1;2;55;45;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
561;1;560;;;;;2022/07/23 11:51:56.000;"{""Ch""}";;M;50.325;#VALEUR!;7.5;6.1;1.1;1;50;45;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
562;1;561;;;;;2022/07/23 11:55:05.000;"{""Pl""}";;M;167.608;#VALEUR!;14.6;8.2;1.4;1;55;40;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
563;1;562;;;;;2022/07/23 11:57:32.000;"{""Pl""}";;M;20.955;#VALEUR!;12.7;1.5;1.1;1;65;30;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
564;1;563;;;;;2022/07/23 11:59:17.000;"{""Pl""}";3;M;1152.294;#VALEUR!;47.4;14.3;1.7;2;55;35;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
565;1;564;;;;;2022/07/23 12:05:28.000;"{""Pl""}";;M;294.84;#VALEUR!;35.1;4.2;2;1;80;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
566;1;565;;;;;2022/07/23 12:13:09.000;"{""Pl""}";5;M;64.296;#VALEUR!;14.1;3.8;1.2;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
567;1;566;;;;;2022/07/23 12:16:14.000;"{""Pl""}";5;M;286.62;#VALEUR!;28.1;6;1.7;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
568;1;567;;;;;2022/07/23 12:17:59.000;"{""Pl""}";5;M;2051.43;#VALEUR!;61;17.7;1.9;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
569;1;568;;;;;2022/07/23 12:23:44.000;"{""Ch""}";10;M;5616.78;#VALEUR!;75.8;28.5;2.6;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
570;1;569;;;;;2022/07/23 12:27:25.000;"{""Ch""}";5;P;51.66;#VALEUR!;14;4.1;0.9;1;60;15;25;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
571;1;570;;;;;2022/07/23 12:29:34.000;"{""Pl""}";5;P;72.226;#VALEUR!;13.4;4.9;1.1;1;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
572;1;571;;;;;2022/07/23 12:31:28.000;"{""Pl""}";;M;98.8;#VALEUR!;15.2;6.5;1;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
573;1;572;;;;;2022/07/23 12:33:04.000;"{""Pl""}";;M;554.697;#VALEUR!;43.1;9.9;1.3;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
574;1;573;;;;;2022/07/23 12:46:29.000;"{""Ch""}";5;M;612;#VALEUR!;25.5;12;2;2;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
575;1;574;;;;;2022/07/23 12:50:33.000;"{""Pl""}";;D;51.216;#VALEUR!;4.4;9.7;1.2;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
576;1;575;;;;;2022/07/23 12:51:51.000;"{""Pl""}";;D;351.65;#VALEUR!;54.1;6.5;1;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
577;1;576;;;;;2022/07/23 12:55:52.000;"{""Pl""}";;P;54.567;#VALEUR!;14.1;4.3;0.9;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
578;1;577;;;;;2022/07/23 12:57:24.000;"{""Pl""}";;P;78.84;#VALEUR!;14.6;3;1.8;1;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
579;1;578;;;;;2022/07/23 13:02:28.000;"{""Pl""}";;D;17.376;#VALEUR!;18.1;1.6;0.6;1;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
580;1;579;;;;;2022/07/23 13:04:55.000;"{""Pl""}";;M;52.224;#VALEUR!;6.4;10.2;0.8;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
581;1;580;;;;;2022/07/23 13:07:55.000;"{""Pl""}";10;M;700.2;#VALEUR!;38.9;15;1.2;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
582;1;581;;;;;2022/07/23 13:12:13.000;"{""Pl""}";;P;98.6;#VALEUR!;14.5;8.5;0.8;1;60;15;25;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
583;1;582;;;;;2022/07/23 13:14:49.000;"{""Pl""}";;M;41.454;#VALEUR!;12.6;4.7;0.7;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
584;1;583;;;;;2022/07/23 13:16:49.000;"{""Pl""}";;D;569.4;#VALEUR!;15;14.6;2.6;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
585;1;584;;;;;2022/07/23 13:19:52.000;"{""Ch""}";35;M;4901.96;#VALEUR!;61;28.7;2.8;3;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
